Pump_Intenzita;Max_Pnuti;Hustota_Mostu;Status
0.0;8.655463885668542;8.655463885668542;ODRAZ
2.0;14.365604832355105;14.365604832355105;ODRAZ
4.0;26.946762530680292;26.946762530680292;ODRAZ
6.0;56.581245324364474;56.581245324364474;ODRAZ
8.0;129.72184159959852;129.72184159959852;!!! HANDOVER !!!
