Tlak;Max_Pnuti;Most;Status
2.0;7.736285896112997;7.736285896112997;ODRAZ
3.0;7.915038064233968;7.834428721625054;ODRAZ
4.0;8.16742188028476;7.899938701797197;ODRAZ
5.0;8.325733962117136;7.945377146188252;ODRAZ
6.0;8.43383131166773;7.978338708172681;ODRAZ
7.0;8.51217877639304;8.003210787732646;ODRAZ
8.0;8.571520191466206;8.022597297600722;ODRAZ
9.0;8.618002271841142;8.038111934401593;ODRAZ
10.0;8.655386621325997;8.050799368478406;ODRAZ
